game_id,season,week,gameday,away_team,home_team,away_score,home_score,actual_winner,home_win,matchup,spread_line,total_line,home_rest,away_rest,rest_advantage,div_game,home_recent_win_rate,away_recent_win_rate,recent_win_rate_diff,home_recent_point_diff,away_recent_point_diff,recent_point_diff_diff,home_recent_points_for,away_recent_points_for,predicted_home_win_probability,predicted_winner,correct_prediction,winner_probability,confidence_level,market_signal,pick_explanation,prediction_source
2025_03_ATL_CAR,2025,3,2025-09-21,ATL,CAR,0,30,CAR,1,ATL at CAR,-5.5,44.5,7,7,0,1,0,0.5,-0.5,-10.5,6.5,-17,16,21,0.29544478164,ATL,False,0.70455521836,High,Market leaned ATL by 5.5,Picked ATL at 70%. Market leaned ATL by 5.5; recent point differential favored ATL; recent win rate favored ATL.,rolling_backtest
2025_03_CIN_MIN,2025,3,2025-09-21,CIN,MIN,10,48,MIN,1,CIN at MIN,3,41.5,7,7,0,0,0.5,1,-0.5,-6.5,2.5,-9,16.5,24,0.583653945736,MIN,True,0.583653945736,Medium,Market leaned MIN by 3.0,Picked MIN at 58%. Market leaned MIN by 3.0; recent point differential favored CIN; recent win rate favored CIN.,rolling_backtest
2025_03_DAL_CHI,2025,3,2025-09-21,DAL,CHI,14,31,CHI,1,DAL at CHI,-1.5,49.5,7,7,0,0,0,0.5,-0.5,-17,-0.5,-16.5,22.5,30,0.39414272984,DAL,False,0.60585727016,Medium,Market leaned DAL by 1.5,Picked DAL at 61%. Market leaned DAL by 1.5; recent point differential favored DAL; recent win rate favored DAL.,rolling_backtest
2025_03_DEN_LAC,2025,3,2025-09-21,DEN,LAC,20,23,LAC,1,DEN at LAC,2.5,45.5,6,7,-1,1,1,0.5,0.5,8.5,3.5,5,23.5,24,0.575322745874,LAC,True,0.575322745874,Low,Market leaned LAC by 2.5,Picked LAC at 58%. Market leaned LAC by 2.5; recent point differential favored LAC; recent win rate favored LAC; rest favored DEN.,rolling_backtest
2025_03_DET_BAL,2025,3,2025-09-22,DET,BAL,38,30,DET,0,DET at BAL,4.5,53.5,8,8,0,0,0.5,0.5,0,11.5,8.5,3,40.5,32.5,0.625259469515,BAL,False,0.625259469515,Medium,Market leaned BAL by 4.5,Picked BAL at 63%. Market leaned BAL by 4.5; recent point differential favored BAL.,rolling_backtest
2025_03_GB_CLE,2025,3,2025-09-21,GB,CLE,10,13,CLE,1,GB at CLE,-8.5,41.5,7,10,-3,0,0,1,-1,-12.5,11.5,-24,16.5,27,0.213388935643,GB,False,0.786611064357,High,Market leaned GB by 8.5,Picked GB at 79%. Market leaned GB by 8.5; recent point differential favored GB; recent win rate favored GB; rest favored GB.,rolling_backtest
2025_03_HOU_JAX,2025,3,2025-09-21,HOU,JAX,10,17,JAX,1,HOU at JAX,1.5,43.5,7,6,1,1,0.5,0,0.5,6,-3,9,26.5,14,0.556505858299,JAX,True,0.556505858299,Low,Market leaned JAX by 1.5,Picked JAX at 56%. Market leaned JAX by 1.5; recent point differential favored JAX; recent win rate favored JAX; rest favored JAX.,rolling_backtest
2025_03_IND_TEN,2025,3,2025-09-21,IND,TEN,41,20,IND,0,IND at TEN,-6,43.5,7,7,0,1,0,1,-1,-11,13,-24,15.5,31,0.275854387824,IND,True,0.724145612176,High,Market leaned IND by 6.0,Picked IND at 72%. Market leaned IND by 6.0; recent point differential favored IND; recent win rate favored IND.,rolling_backtest
2025_03_KC_NYG,2025,3,2025-09-21,KC,NYG,22,9,KC,0,KC at NYG,-6,44.5,7,7,0,0,0,0,0,-9,-4.5,-4.5,21.5,19,0.248289445822,KC,True,0.751710554178,High,Market leaned KC by 6.0,Picked KC at 75%. Market leaned KC by 6.0; recent point differential favored KC.,rolling_backtest
2025_03_LA_PHI,2025,3,2025-09-21,LA,PHI,26,33,PHI,1,LA at PHI,3.5,45.5,7,7,0,0,1,1,0,3.5,9.5,-6,22,23.5,0.656051466391,PHI,True,0.656051466391,High,Market leaned PHI by 3.5,Picked PHI at 66%. Market leaned PHI by 3.5; recent point differential favored LA.,rolling_backtest
2025_03_LV_WAS,2025,3,2025-09-21,LV,WAS,24,41,WAS,1,LV at WAS,2.5,43.5,10,6,4,0,0.5,0.5,0,3,-2,5,19.5,14.5,0.556615477419,WAS,True,0.556615477419,Low,Market leaned WAS by 2.5,Picked WAS at 56%. Market leaned WAS by 2.5; recent point differential favored WAS; rest favored WAS.,rolling_backtest
2025_03_MIA_BUF,2025,3,2025-09-18,MIA,BUF,21,31,BUF,1,MIA at BUF,12.5,50.5,4,4,0,1,1,0,1,10.5,-15.5,26,35.5,17.5,0.835063712042,BUF,True,0.835063712042,High,Market leaned BUF by 12.5,Picked BUF at 84%. Market leaned BUF by 12.5; recent point differential favored BUF; recent win rate favored BUF.,rolling_backtest
2025_03_NO_SEA,2025,3,2025-09-21,NO,SEA,13,44,SEA,1,NO at SEA,7.5,41.5,7,7,0,0,0.5,0,0.5,5,-6,11,22,17,0.732752103118,SEA,True,0.732752103118,High,Market leaned SEA by 7.5,Picked SEA at 73%. Market leaned SEA by 7.5; recent point differential favored SEA; recent win rate favored SEA.,rolling_backtest
2025_03_NYJ_TB,2025,3,2025-09-21,NYJ,TB,27,29,TB,1,NYJ at TB,6.5,43.5,6,7,-1,0,1,0,1,2,-11,13,21.5,21,0.715949803498,TB,True,0.715949803498,High,Market leaned TB by 6.5,Picked TB at 72%. Market leaned TB by 6.5; recent point differential favored TB; recent win rate favored TB; rest favored NYJ.,rolling_backtest
2025_03_PIT_NE,2025,3,2025-09-21,PIT,NE,21,14,PIT,0,PIT at NE,-1.5,44.5,7,7,0,0,0.5,0.5,0,-0.5,-6,5.5,23,25.5,0.358472312092,PIT,True,0.641527687908,Medium,Market leaned PIT by 1.5,Picked PIT at 64%. Market leaned PIT by 1.5; recent point differential favored NE.,rolling_backtest
2025_04_BAL_KC,2025,4,2025-09-28,BAL,KC,20,37,KC,1,BAL at KC,-2.5,48.5,7,6,1,0,0.333333333333,0.333333333333,0,1.33333333333,5,-3.66666666667,20,37,0.365358664936,BAL,False,0.634641335064,Medium,Market leaned BAL by 2.5,Picked BAL at 63%. Market leaned BAL by 2.5; recent point differential favored BAL; rest favored KC.,rolling_backtest
2025_04_CAR_NE,2025,4,2025-09-28,CAR,NE,13,42,NE,1,CAR at NE,5.5,42.5,7,7,0,0,0.333333333333,0.333333333333,0,-2.66666666667,3,-5.66666666667,20,20.6666666667,0.716085808685,NE,True,0.716085808685,High,Market leaned NE by 5.5,Picked NE at 72%. Market leaned NE by 5.5; recent point differential favored CAR.,rolling_backtest
2025_04_CHI_LV,2025,4,2025-09-28,CHI,LV,25,24,CHI,0,CHI at LV,1.5,47.5,7,7,0,0,0.333333333333,0.333333333333,0,-7,-5.66666666667,-1.33333333333,17.6666666667,25.3333333333,0.481469981919,CHI,True,0.518530018081,Low,Market leaned LV by 1.5,Picked CHI at 52%. Market leaned LV by 1.5; recent-form signal was limited or close.,rolling_backtest
2025_04_CIN_DEN,2025,4,2025-09-29,CIN,DEN,3,28,DEN,1,CIN at DEN,7.5,44.5,8,8,0,0,0.333333333333,0.666666666667,-0.333333333333,1.33333333333,-11,12.3333333333,22.6666666667,19.3333333333,0.668388500574,DEN,True,0.668388500574,High,Market leaned DEN by 7.5,Picked DEN at 67%. Market leaned DEN by 7.5; recent point differential favored DEN; recent win rate favored CIN.,rolling_backtest
2025_04_CLE_DET,2025,4,2025-09-28,CLE,DET,10,34,DET,1,CLE at DET,10,44.5,6,7,-1,0,0.666666666667,0.333333333333,0.333333333333,8.33333333333,-7.33333333333,15.6666666667,34.3333333333,15.3333333333,0.798983734308,DET,True,0.798983734308,High,Market leaned DET by 10.0,Picked DET at 80%. Market leaned DET by 10.0; recent point differential favored DET; recent win rate favored DET; rest favored CLE.,rolling_backtest
2025_04_IND_LA,2025,4,2025-09-28,IND,LA,20,27,LA,1,IND at LA,3.5,49.5,7,7,0,0,0.666666666667,1,-0.333333333333,4,15.6666666667,-11.6666666667,24.3333333333,34.3333333333,0.626747996256,LA,True,0.626747996256,Medium,Market leaned LA by 3.5,Picked LA at 63%. Market leaned LA by 3.5; recent point differential favored IND; recent win rate favored IND.,rolling_backtest
2025_04_JAX_SF,2025,4,2025-09-28,JAX,SF,26,21,JAX,0,JAX at SF,3.5,45.5,7,7,0,0,1,0.666666666667,0.333333333333,3.33333333333,6.33333333333,-3,19.6666666667,23.3333333333,0.655198023148,SF,False,0.655198023148,High,Market leaned SF by 3.5,Picked SF at 66%. Market leaned SF by 3.5; recent win rate favored SF.,rolling_backtest
2025_04_LAC_NYG,2025,4,2025-09-28,LAC,NYG,18,21,NYG,1,LAC at NYG,-6,43.5,7,7,0,0,0,1,-1,-10.3333333333,6.66666666667,-17,17.3333333333,23.3333333333,0.263934069514,LAC,False,0.736065930486,High,Market leaned LAC by 6.0,Picked LAC at 74%. Market leaned LAC by 6.0; recent point differential favored LAC; recent win rate favored LAC.,rolling_backtest
2025_04_MIN_PIT,2025,4,2025-09-28,MIN,PIT,21,24,PIT,1,MIN at PIT,-2.5,41.5,7,7,0,0,0.666666666667,0.666666666667,0,-1.66666666667,8.33333333333,-10,24,27,0.429369048975,MIN,False,0.570630951025,Low,Market leaned MIN by 2.5,Picked MIN at 57%. Market leaned MIN by 2.5; recent point differential favored MIN.,rolling_backtest
2025_04_NO_BUF,2025,4,2025-09-28,NO,BUF,19,31,BUF,1,NO at BUF,15.5,48.5,10,7,3,0,1,0,1,10.3333333333,-14.3333333333,24.6666666667,34,15.6666666667,0.896558857778,BUF,True,0.896558857778,High,Market leaned BUF by 15.5,Picked BUF at 90%. Market leaned BUF by 15.5; recent point differential favored BUF; recent win rate favored BUF; rest favored BUF.,rolling_backtest
2025_04_NYJ_MIA,2025,4,2025-09-29,NYJ,MIA,21,27,MIA,1,NYJ at MIA,2.5,44.5,11,8,3,1,0,0,0,-13.6666666667,-8,-5.66666666667,18.6666666667,23,0.556358422938,MIA,True,0.556358422938,Low,Market leaned MIA by 2.5,Picked MIA at 56%. Market leaned MIA by 2.5; recent point differential favored NYJ; rest favored MIA.,rolling_backtest
2025_04_PHI_TB,2025,4,2025-09-28,PHI,TB,31,25,PHI,0,PHI at TB,-3.5,44.5,7,7,0,0,1,1,0,2,4.66666666667,-2.66666666667,24,25.6666666667,0.371764493628,PHI,True,0.628235506372,Medium,Market leaned PHI by 3.5,Picked PHI at 63%. Market leaned PHI by 3.5; recent-form signal was limited or close.,rolling_backtest
2025_04_SEA_ARI,2025,4,2025-09-25,SEA,ARI,23,20,SEA,0,SEA at ARI,-1.5,43.5,4,4,0,1,0.666666666667,0.666666666667,0,3.66666666667,13.6666666667,-10,20.6666666667,29.3333333333,0.474060481773,SEA,True,0.525939518227,Low,Market leaned SEA by 1.5,Picked SEA at 53%. Market leaned SEA by 1.5; recent point differential favored SEA.,rolling_backtest
2025_04_TEN_HOU,2025,4,2025-09-28,TEN,HOU,0,26,HOU,1,TEN at HOU,7.5,39.5,7,7,0,1,0,0,0,-4.33333333333,-14.3333333333,10,12.6666666667,17,0.675481690424,HOU,True,0.675481690424,High,Market leaned HOU by 7.5,Picked HOU at 68%. Market leaned HOU by 7.5; recent point differential favored HOU.,rolling_backtest
2025_04_WAS_ATL,2025,4,2025-09-28,WAS,ATL,27,34,ATL,1,WAS at ATL,2.5,43.5,7,7,0,0,0.333333333333,0.666666666667,-0.333333333333,-5.66666666667,7.66666666667,-13.3333333333,14,26.6666666667,0.591059745688,ATL,True,0.591059745688,Medium,Market leaned ATL by 2.5,Picked ATL at 59%. Market leaned ATL by 2.5; recent point differential favored WAS; recent win rate favored WAS.,rolling_backtest
2025_05_DAL_NYJ,2025,5,2025-10-05,DAL,NYJ,37,22,DAL,0,DAL at NYJ,1.5,48.5,6,7,-1,0,0,0.333333333333,-0.333333333333,-7.5,-6,-1.5,22.5,24.6666666667,0.481440641026,DAL,True,0.518559358974,Low,Market leaned NYJ by 1.5,Picked DAL at 52%. Market leaned NYJ by 1.5; recent win rate favored DAL; rest favored DAL.,rolling_backtest
2025_05_DEN_PHI,2025,5,2025-10-05,DEN,PHI,21,17,DEN,0,DEN at PHI,3.5,44.5,7,6,1,0,1,0.5,0.5,5,7.25,-2.25,27,24,0.68746698958,PHI,False,0.68746698958,High,Market leaned PHI by 3.5,Picked PHI at 69%. Market leaned PHI by 3.5; recent win rate favored PHI; rest favored PHI.,rolling_backtest
2025_05_DET_CIN,2025,5,2025-10-05,DET,CIN,37,24,DET,0,DET at CIN,-10.5,49.5,6,7,-1,0,0.5,0.75,-0.25,-14.5,12.25,-26.75,15.25,34.25,0.185209235875,DET,True,0.814790764125,High,Market leaned DET by 10.5,Picked DET at 81%. Market leaned DET by 10.5; recent point differential favored DET; recent win rate favored DET; rest favored DET.,rolling_backtest
2025_05_HOU_BAL,2025,5,2025-10-05,HOU,BAL,44,10,HOU,0,HOU at BAL,-2.5,41.5,7,7,0,0,0.25,0.25,0,-0.5,3.25,-3.75,32.75,16,0.441890088493,HOU,True,0.558109911507,Low,Market leaned HOU by 2.5,Picked HOU at 56%. Market leaned HOU by 2.5; recent point differential favored HOU.,rolling_backtest
2025_05_KC_JAX,2025,5,2025-10-06,KC,JAX,28,31,JAX,1,KC at JAX,-3.5,45.5,8,8,0,0,0.75,0.5,0.25,6,5.25,0.75,24,24.25,0.375712369633,KC,False,0.624287630367,Medium,Market leaned KC by 3.5,Picked KC at 62%. Market leaned KC by 3.5; recent win rate favored JAX.,rolling_backtest
2025_05_LV_IND,2025,5,2025-10-05,LV,IND,6,40,IND,1,LV at IND,7,46.5,7,7,0,0,0.75,0.25,0.5,10,-5.5,15.5,30.75,19.25,0.709490603401,IND,True,0.709490603401,High,Market leaned IND by 7.0,Picked IND at 71%. Market leaned IND by 7.0; recent point differential favored IND; recent win rate favored IND.,rolling_backtest
2025_05_MIA_CAR,2025,5,2025-10-05,MIA,CAR,24,27,CAR,1,MIA at CAR,-1.5,44.5,7,6,1,0,0.25,0.25,0,-5,-8.75,3.75,18.75,20.75,0.382304566131,MIA,False,0.617695433869,Medium,Market leaned MIA by 1.5,Picked MIA at 62%. Market leaned MIA by 1.5; recent point differential favored CAR; rest favored CAR.,rolling_backtest
2025_05_MIN_CLE,2025,5,2025-10-05,MIN,CLE,21,17,MIN,0,MIN at CLE,-3.5,35.5,7,7,0,0,0.25,0.5,-0.25,-11.5,5.5,-17,14,25.5,0.412364288315,MIN,True,0.587635711685,Medium,Market leaned MIN by 3.5,Picked MIN at 59%. Market leaned MIN by 3.5; recent point differential favored MIN; recent win rate favored MIN.,rolling_backtest
2025_05_NE_BUF,2025,5,2025-10-05,NE,BUF,23,20,NE,0,NE at BUF,7.5,49.5,7,7,0,1,1,0.5,0.5,10.75,5.25,5.5,33.25,25.5,0.757269546594,BUF,False,0.757269546594,High,Market leaned BUF by 7.5,Picked BUF at 76%. Market leaned BUF by 7.5; recent point differential favored BUF; recent win rate favored BUF.,rolling_backtest
2025_05_NYG_NO,2025,5,2025-10-05,NYG,NO,14,26,NO,1,NYG at NO,1.5,41.5,7,7,0,0,0,0.25,-0.25,-13.75,-7,-6.75,16.5,18.25,0.521361177543,NO,True,0.521361177543,Low,Market leaned NO by 1.5,Picked NO at 52%. Market leaned NO by 1.5; recent point differential favored NYG; recent win rate favored NYG.,rolling_backtest
2025_05_SF_LA,2025,5,2025-10-02,SF,LA,26,23,SF,0,SF at LA,8.5,43.5,4,4,0,1,0.75,0.75,0,4.75,1.25,3.5,25,20,0.784276307952,LA,False,0.784276307952,High,Market leaned LA by 8.5,Picked LA at 78%. Market leaned LA by 8.5; recent point differential favored LA.,rolling_backtest
2025_05_TB_SEA,2025,5,2025-10-05,TB,SEA,38,35,TB,0,TB at SEA,3.5,44.5,10,7,3,0,0.75,0.75,0,11,0,11,27.75,24.25,0.571037590995,SEA,False,0.571037590995,Low,Market leaned SEA by 3.5,Picked SEA at 57%. Market leaned SEA by 3.5; recent point differential favored SEA; rest favored SEA.,rolling_backtest
2025_05_TEN_ARI,2025,5,2025-10-05,TEN,ARI,22,21,TEN,0,TEN at ARI,7.5,41.5,10,7,3,0,0.5,0,0.5,2,-17.25,19.25,20.5,12.75,0.69118299573,ARI,False,0.69118299573,High,Market leaned ARI by 7.5,Picked ARI at 69%. Market leaned ARI by 7.5; recent point differential favored ARI; recent win rate favored ARI; rest favored ARI.,rolling_backtest
2025_05_WAS_LAC,2025,5,2025-10-05,WAS,LAC,27,10,WAS,0,WAS at LAC,2.5,47.5,7,7,0,0,0.75,0.5,0.25,4.25,4,0.25,22,26.75,0.575719761741,LAC,False,0.575719761741,Low,Market leaned LAC by 2.5,Picked LAC at 58%. Market leaned LAC by 2.5; recent win rate favored LAC.,rolling_backtest
