player_id,player,position,team,input_season,target_season,predicted_opportunity_per_game,predicted_efficiency_per_opportunity,efficiency_qualified,predicted_value_per_game,value_sigma,value_interval_low,value_interval_high,efficiency_variance_share,uncertainty_driver,predicted_value_score,value_score_interval_low,value_score_interval_high,position_rank
00-0035676,A.J. Brown,WR,PHI,2025,2026,4.36388119304,0.412079648399,True,1.79826662768,1.16020880677,0.313199355019,3.28333390035,0.751379786197,efficiency-driven,0.47904951409,-0.536603181595,1.49470220977,26
00-0036407,Jerry Jeudy,WR,CLE,2025,2026,4.52707997669,0.394523164763,True,1.78603791954,1.18401388218,0.270500150354,3.30157568872,0.776441484399,efficiency-driven,0.470686175526,-0.565805604353,1.50717795541,27
00-0034351,Dallas Goedert,TE,PHI,2025,2026,3.22523825023,0.354673616025,True,1.14390691275,0.915744743061,-0.0282463583666,2.31606018387,0.747739293847,efficiency-driven,0.459744159806,-0.690185383418,1.60967370303,11
00-0033526,Samaje Perine,RB,CIN,2025,2026,3.57501501361,0.0195960574722,True,0.0700561996706,0.366574183566,-0.399158755295,0.539271154636,0.42142406388,mixed,0.456063405789,0.0682055438006,0.843921267777,8
00-0035628,D'Ernest Johnson,RB,NE,2025,2026,5.53775597393,0.00898911504534,False,0.0497795255427,0.456870899324,-0.535015225592,0.634574276678,0.650980498744,mixed,0.439302500382,-0.0440947986104,0.922699799375,9
00-0039373,Audric Estimé,RB,NO,2025,2026,8.04366329544,0.00577459305327,True,0.0464488821887,0.59896858197,-0.720230902733,0.81312866711,0.799074042686,efficiency-driven,0.436549356654,-0.197195964254,1.07029467756,10
00-0037834,Brock Purdy,QB,SF,2025,2026,29.5761331729,0.118557448173,True,3.5064708758,2.85145287657,-0.143388806201,7.15633055781,0.910680690065,efficiency-driven,0.43607762771,-0.36064246188,1.2327977173,6
00-0038454,Keaton Mitchell,RB,BAL,2025,2026,5.1900315324,0.00786637005472,True,0.0408267086296,0.438060460862,-0.519890681273,0.601544098532,0.621955373275,mixed,0.431902010714,-0.0315926961923,0.895396717619,11
00-0040739,Elijah Arroyo,TE,SEA,2025,2026,3.50469661322,0.317639498089,False,1.11323007318,0.961068808784,-0.116938002064,2.34339814842,0.801617816471,efficiency-driven,0.42964894531,-0.777195456109,1.63649334673,12
00-0037745,Velus Jones Jr.,RB,NO,2025,2026,5.23845092111,0.00670883132494,False,0.0351438836337,0.440297465645,-0.528436872392,0.59872463966,0.627192317705,mixed,0.427204529677,-0.0386570648372,0.893066124192,12
00-0038124,Christian Watson,WR,GB,2025,2026,2.66168356881,0.646668736365,True,1.72122755005,1.0410591808,0.388671798629,3.05378330147,0.347174642092,mixed,0.42636170101,-0.484986805546,1.33771020757,28
00-0033090,Hunter Henry,TE,NE,2025,2026,2.1913338253,0.504169103163,True,1.10480280943,0.80434617079,0.0752397108214,2.13436590804,0.447410895794,mixed,0.421381460341,-0.588661383782,1.43142430446,13
00-0040736,Mason Taylor,TE,NYJ,2025,2026,3.69240268304,0.295780729292,True,1.09214155843,0.994909214913,-0.181342236662,2.36562535351,0.830284016423,efficiency-driven,0.408960263433,-0.8403786028,1.65829912967,14
00-0036414,Cam Akers,RB,MIN,2025,2026,8.45781328906,-0.000495742714038,False,-0.00419289931474,0.623305475234,-0.802023907614,0.793638108985,0.815833710108,efficiency-driven,0.394688344141,-0.26480689537,1.05418358365,13
00-0038134,Kenneth Walker III,RB,SEA,2025,2026,15.5472884098,-0.00162734520133,True,-0.0253008051874,1.06892791992,-1.39352854269,1.34292693232,0.937345742599,efficiency-driven,0.377240334106,-0.753750652787,1.508231321,14
00-0039364,Sione Vaki,RB,DET,2025,2026,4.66056481347,-0.00650231855474,False,-0.0303044770622,0.410452303034,-0.555683424945,0.495074470821,0.571266889381,mixed,0.373104247959,-0.0611793427566,0.807387838674,15
00-0033921,Chris Godwin Jr.,WR,TB,2025,2026,5.17893462888,0.31509728691,True,1.63186825065,1.28580862144,-0.0139667847942,3.27770328609,0.86161683822,efficiency-driven,0.365247962264,-0.760355450569,1.4908513751,29
00-0040649,Robbie Ouzts,RB,SEA,2025,2026,7.55494152782,-0.00646815458424,False,-0.0488665296768,0.570195058387,-0.778716204412,0.680983145058,0.777862185114,efficiency-driven,0.357760666163,-0.245540510452,0.961061842778,16
00-0037557,Ronnie Rivers,RB,LA,2025,2026,6.66062274634,-0.00742464509087,False,-0.0494527599757,0.518658317965,-0.713335406971,0.614429887019,0.730725596659,efficiency-driven,0.357276082226,-0.191496077208,0.906048241659,17
00-0038621,DeMario Douglas,WR,NE,2025,2026,3.63808008935,0.442978278744,True,1.61159045591,1.03792451101,0.28304708182,2.94013383001,0.652527712724,mixed,0.351379771063,-0.557224629606,1.25998417173,30
00-0038896,Jacob Saylors,RB,DET,2025,2026,6.5791327515,-0.00929542408867,False,-0.0611558290609,0.514520214289,-0.719741703351,0.59743004523,0.724468918865,efficiency-driven,0.347602206093,-0.196791587061,0.891995999247,18
00-0039363,Isaac Guerendo,RB,SF,2025,2026,8.4858325281,-0.00768866460608,False,-0.0652447202119,0.625750624598,-0.866205519697,0.735716079274,0.81484249936,efficiency-driven,0.344222287011,-0.31786006978,1.0063046438,19
00-0037741,Jahan Dotson,WR,PHI,2025,2026,2.7813011583,0.575063601069,False,1.59942505975,0.993503555634,0.327740508539,2.87110961096,0.416239381865,mixed,0.343059732211,-0.526658337988,1.21277780241,31
00-0039603,British Brooks,RB,HOU,2025,2026,6.29974808345,-0.0107778327706,False,-0.0678976313402,0.499268081209,-0.706960775288,0.571165512608,0.70544978416,efficiency-driven,0.342029363645,-0.186226741716,0.870285469007,20
00-0039916,Ricky Pearsall,WR,SF,2025,2026,2.817123908,0.566485638272,True,1.59586023511,0.991463641304,0.326786774243,2.86493369598,0.428789655793,mixed,0.340621712183,-0.527310606627,1.20855403099,32
00-0039407,Dylan Laube,RB,LV,2025,2026,1.03467740367,-0.0856220294227,False,-0.0885911791001,0.441212055598,-0.653342610266,0.476160252066,0.0243670262401,role-driven,0.324923866248,-0.141905420264,0.791753152759,21
00-0038608,Kayshon Boutte,WR,NE,2025,2026,2.28956588441,0.681209551537,True,1.55967414933,1.02703787098,0.245065674478,2.87428262419,0.263948598604,role-driven,0.315873678042,-0.583200502525,1.21494785861,33
00-0036849,Tutu Atwell,WR,LA,2025,2026,2.99163596142,0.521340415231,False,1.55966073435,0.981382396552,0.30349126676,2.81583020193,0.49354521881,mixed,0.315864503395,-0.54324264244,1.17497164923,34
00-0038555,Tank Bigsby,RB,PHI,2025,2026,11.3710858595,-0.00897206215116,True,-0.102022089057,0.803593557317,-1.13062184242,0.926577664308,0.88719345212,efficiency-driven,0.313821739247,-0.536429295935,1.16407277443,22
00-0036894,Pat Freiermuth,TE,PIT,2025,2026,3.08873549059,0.321368770669,True,0.992623127532,0.87237435255,-0.124016043732,2.1092622988,0.755668165928,efficiency-driven,0.311328676677,-0.784139299908,1.40679665326,15
00-0037816,Romeo Doubs,WR,GB,2025,2026,2.97683925757,0.51884489833,True,1.54451786194,0.976997425447,0.293961157365,2.79507456651,0.493071517792,mixed,0.305508138085,-0.549760381721,1.16077665789,35
00-0040735,Luther Burden III,WR,CHI,2025,2026,3.91576767566,0.392660269641,True,1.53756639137,1.06092837945,0.179578065674,2.89555471707,0.723515245098,efficiency-driven,0.300753956275,-0.627988147934,1.22949606048,36
00-0035291,Trayveon Williams,RB,CLE,2025,2026,2.04248966597,-0.0614881372451,False,-0.125588884903,0.388690828199,-0.623113144997,0.371935375192,0.122348455927,role-driven,0.29434118571,-0.116917436305,0.705599807725,23
00-0040667,Matthew Golden,WR,GB,2025,2026,3.91576767566,0.390212203614,True,1.52798033356,1.05957152267,0.171728784542,2.88423188257,0.725369457146,efficiency-driven,0.294197953296,-0.633356351576,1.22175225817,37
00-0039757,Terrell Jennings,RB,NE,2025,2026,6.96363902953,-0.0183088978846,False,-0.127496555897,0.540204938906,-0.818958877697,0.563965765903,0.736279558574,efficiency-driven,0.292764285432,-0.278805514169,0.864334085032,24
00-0035567,Craig Reynolds,RB,DET,2025,2026,5.99098556341,-0.0234480256343,False,-0.140476783066,0.489342571719,-0.766835274866,0.485881708734,0.66413732525,efficiency-driven,0.282034697415,-0.23571961305,0.79978900788,25
00-0040729,Jack Bech,WR,LV,2025,2026,3.26997862069,0.461460683921,False,1.50896657071,0.983528411839,0.250050203557,2.76788293786,0.587086362432,mixed,0.28119424643,-0.579791532112,1.14218002497,38
00-0039361,Bucky Irving,RB,TB,2025,2026,10.5562094275,-0.01378537619,True,-0.145521318099,0.753897022557,-1.11050950697,0.819466870775,0.868718923521,efficiency-driven,0.277864833365,-0.519804234553,1.07553390128,26
00-0038797,Emanuel Wilson,RB,GB,2025,2026,7.77891653488,-0.0187699317516,True,-0.146009732461,0.587667460427,-0.898224081807,0.606204616885,0.776358438307,efficiency-driven,0.277461105077,-0.344326939415,0.899249149569,27
00-0039163,C.J. Stroud,QB,HOU,2025,2026,34.9666293658,0.0786762996468,True,2.75104500963,3.28970710391,-1.45978008339,6.96187010264,0.956332278361,efficiency-driven,0.271177325721,-0.647994707629,1.19034935907,7
00-0040663,Harold Fannin Jr.,TE,CLE,2025,2026,3.42240797397,0.276322898525,True,0.945689691304,0.928112392062,-0.242294170536,2.13367355314,0.819667817819,efficiency-driven,0.265285086462,-0.90017490351,1.43074507643,16
00-0038794,Jaleel McLaughlin,RB,DEN,2025,2026,8.20869417579,-0.0198026517705,False,-0.162553912254,0.613548025602,-0.947895385024,0.622787560516,0.793119026768,efficiency-driven,0.263785517514,-0.38538574469,0.912956779717,28
00-0039146,Jayden Reed,WR,GB,2025,2026,4.60546660763,0.321520533732,False,1.48075208177,1.16680490232,-0.0127581932029,2.97426235674,0.827440494709,efficiency-driven,0.26189806889,-0.759528882419,1.2833250202,39
00-0038117,Wan'Dale Robinson,WR,NYG,2025,2026,5.52989105765,0.26725234509,True,1.47787635325,1.34576527962,-0.24470320466,3.20045591116,0.89676881693,efficiency-driven,0.259931328745,-0.918158447876,1.43802110537,40
00-0036259,Jauan Jennings,WR,SF,2025,2026,3.33089808081,0.443623738841,True,1.47766546031,0.982063607037,0.220624043303,2.73470687732,0.610983440742,mixed,0.259787096908,-0.599916384053,1.11949057787,41
00-0040131,Kyle Williams,WR,NE,2025,2026,3.26997862069,0.450333926269,False,1.47258231107,0.975754733535,0.223616252144,2.72154837,0.596478067061,mixed,0.256310679156,-0.597869981825,1.11049134014,42
00-0036727,Adam Prentice,RB,DEN,2025,2026,2.75832507165,-0.0632320827968,False,-0.174414639311,0.412091892021,-0.701892261097,0.353062982476,0.198513523106,role-driven,0.253981319695,-0.18203705625,0.689999695639,29
00-0032392,Austin Hooper,TE,NE,2025,2026,2.17994375168,0.426787330241,True,0.930372373855,0.749714544436,-0.0292622430231,1.89000699073,0.509652514934,mixed,0.250258181457,-0.69118200716,1.19169837007,17
00-0038738,Hunter Luepke,RB,DAL,2025,2026,4.07286791175,-0.0458916606159,False,-0.186910671939,0.42314716236,-0.72853903976,0.354717695882,0.410492407026,mixed,0.243651971819,-0.204063554962,0.691367498599,30
00-0040242,Jacory Croskey-Merritt,RB,WAS,2025,2026,5.29505840349,-0.0357582352222,True,-0.189341943907,0.46521382321,-0.784815637616,0.406131749802,0.574015514394,mixed,0.241642257641,-0.250582364077,0.733866879359,31
00-0039032,Tyjae Spears,RB,TEN,2025,2026,11.0666470655,-0.0173576946015,True,-0.192091480026,0.786804304692,-1.19920099003,0.81501802998,0.876568798021,efficiency-driven,0.239369463074,-0.593117518011,1.07185644416,32
00-0039067,Rashee Rice,WR,KC,2025,2026,4.16174671037,0.345781335001,True,1.43905433345,1.08587553633,0.0491336469436,2.82897501995,0.780148320493,efficiency-driven,0.233380552368,-0.71720041997,1.18396152471,43
00-0037085,Tyler Badie,RB,DEN,2025,2026,5.12632064215,-0.0396203910681,False,-0.203106828583,0.461880079776,-0.794313330696,0.388099673531,0.545808647997,mixed,0.230264063736,-0.258433253937,0.718961381409,33
00-0039874,Jaylen Wright,RB,MIA,2025,2026,8.15927652063,-0.0249664537481,True,-0.20370819987,0.613669397415,-0.989205028562,0.581788628821,0.78328843359,efficiency-driven,0.229766964103,-0.419532716888,0.879066645094,34
00-0026498,Matthew Stafford,QB,LA,2025,2026,34.2089245498,0.0744912910165,True,2.548266954,3.21835724354,-1.57123031773,6.66776422573,0.956370302666,efficiency-driven,0.22691333622,-0.672322941706,1.12614961415,8
00-0040583,Woody Marks,RB,HOU,2025,2026,6.54499740571,-0.0317665899328,True,-0.207912248699,0.526920642192,-0.882370670705,0.466546173307,0.683621755679,efficiency-driven,0.226291854512,-0.331222348289,0.783806057312,35
00-0034869,Sam Darnold,QB,SEA,2025,2026,29.9199572406,0.0849809960757,True,2.54262776885,2.84315980211,-1.09661677786,6.18187231555,0.937421987772,efficiency-driven,0.225682370514,-0.56872056382,1.02008530485,9
00-0037248,James Cook,RB,BUF,2025,2026,11.0857096082,-0.0189651942228,True,-0.210242635816,0.788590452787,-1.21963841538,0.799153143752,0.875611201833,efficiency-driven,0.224365532779,-0.610011302018,1.05874236758,36
00-0040202,Devin Neal,RB,NO,2025,2026,6.88680321943,-0.0306493866142,True,-0.211076294408,0.544850194125,-0.908484542888,0.486331954072,0.707894389751,efficiency-driven,0.223676422094,-0.352808341075,0.800161185263,37
00-0036970,Kyle Pitts,TE,ATL,2025,2026,3.34421032496,0.270038440752,True,0.9030653417,0.908621323209,-0.259969952007,2.06610063541,0.816576328841,efficiency-driven,0.223468883686,-0.917515556661,1.36445332403,18
00-0039391,Kimani Vidal,RB,LAC,2025,2026,6.95828856381,-0.0304510233526,True,-0.21188700755,0.548681452368,-0.914199266581,0.49042525148,0.712609575954,efficiency-driven,0.223006278351,-0.357532189899,0.803544746602,38
00-0038951,Sean Tucker,RB,TB,2025,2026,5.93369435196,-0.0357611499969,True,-0.212195733756,0.498198044663,-0.849889230925,0.425497763412,0.628541053291,mixed,0.222751082125,-0.304372859255,0.749875023504,39
00-0038120,Breece Hall,RB,NYJ,2025,2026,16.7215575673,-0.0127586724236,True,-0.213344875413,1.14590048251,-1.68009749303,1.25340774221,0.943511058698,efficiency-driven,0.221801189924,-0.990631466613,1.43423384646,40
00-0036040,Juwan Johnson,TE,NO,2025,2026,2.50100724179,0.353969908517,True,0.885281304579,0.766832152909,-0.0962638511446,1.8668264603,0.641216572409,mixed,0.206022027385,-0.756913281833,1.1689573366,19
00-0038129,Cade Otton,TE,TB,2025,2026,3.57443840696,0.246113739253,True,0.879718402065,0.952665830324,-0.33969386075,2.09913066488,0.848613482367,efficiency-driven,0.200564596088,-0.99572792037,1.39685711255,20
00-0040669,Isaac TeSlaa,WR,DET,2025,2026,3.08461422825,0.450633280733,False,1.39002982947,0.943367230262,0.182519774737,2.59753988421,0.567840192099,mixed,0.19985219272,-0.625976283021,1.02568066846,44
00-0031588,Stefon Diggs,WR,NE,2025,2026,3.5649692023,0.389380421969,True,1.3881292123,0.99113182419,0.119480477336,2.65677794726,0.687123352356,efficiency-driven,0.198552341198,-0.669089503221,1.06619418562,45
00-0037740,Garrett Wilson,WR,NYJ,2025,2026,5.90565710808,0.234890816022,True,1.38718461727,1.41947595546,-0.429744605717,3.20411384025,0.919319263275,efficiency-driven,0.197906322995,-1.04471015449,1.44052280048,46
00-0040234,Quinn Ewers,QB,MIA,2025,2026,24.5621122069,0.0978964971544,False,2.40454474777,2.38512062221,-0.648409648654,5.45749914419,0.89769016387,efficiency-driven,0.195540522194,-0.470882385028,0.861963429416,10
00-0034827,DJ Moore,WR,CHI,2025,2026,4.12051718764,0.335785130905,True,1.38360840325,1.07273545224,0.0105070243847,2.75670978211,0.783617595038,efficiency-driven,0.195460513653,-0.743617562176,1.13453858948,47
00-0039894,Xavier Worthy,WR,KC,2025,2026,5.483747563,0.252067144117,True,1.38227258726,1.33126019935,-0.321740467907,3.08628564244,0.90118716699,efficiency-driven,0.194546935441,-0.970845020077,1.35993889096,48
00-0034960,Jakobi Meyers,WR,JAX,2025,2026,4.42966849728,0.311397753414,True,1.37938881842,1.12581328635,-0.0616521881082,2.82042982495,0.822234507051,efficiency-driven,0.192574696437,-0.792967985578,1.17811737845,49
00-0040205,Kalel Mullings,RB,TEN,2025,2026,6.56782403215,-0.0382740440021,False,-0.251377186005,0.535099374665,-0.936304385575,0.433550013566,0.667515681581,efficiency-driven,0.190363294528,-0.37580450646,0.756531095515,41
00-0037258,Dameon Pierce,RB,HOU,2025,2026,6.36657570887,-0.0400921748193,False,-0.25524986632,0.526401354036,-0.929043599486,0.418543866846,0.648134535352,mixed,0.187162097525,-0.369802666708,0.744126861758,42
00-0035594,Travis Homer,RB,CHI,2025,2026,1.6462569968,-0.158627132542,False,-0.26114102683,0.699902071611,-1.15701567849,0.634733624832,0.0245136540257,role-driven,0.18229240423,-0.558246709722,0.922831518183,43
00-0036842,Kene Nwangwu,RB,NYJ,2025,2026,3.36557466532,-0.0780602691278,False,-0.262717664145,0.469177269252,-0.863264568787,0.337829240497,0.227998440253,role-driven,0.180989139764,-0.315429049796,0.677407329323,44
